"医学,妇产科学,产妇",推迟剪脐带的时间，会对新生婴儿和产妇产生影响吗？,"在大多数医院的产房里，医生都会在婴儿出生后一分钟内夹住并剪短脐带，人们认为，这种做法会降低产妇大出血的风险。但是，一项新研究发现，如果把夹住脐带的时间推迟到婴儿至少出生一分钟之后，让血液有更多时间从胎盘流出，就可以极大地提高新生儿体内的铁含量和血红蛋白水平，而且不会给母亲增加危险 ... via , （纽约时报中文网）"
"生物学,细胞,免疫学,医学,细胞生物学",白细胞是如何在体内追踪病毒或者细菌，并且将其吞噬的？,
"生物学,医学,干细胞",在有关干细胞移植的动物实验中，为什么要进行二代甚至三代移植，为了验证什么？,在有关干细胞移植的动物实验中，一般选择不同品系小鼠分别作为供体和受体，但是一次移植成功后，为什么有的研究中还要以第一次移植成功的受体小鼠作为供体再次进行二次移植？是为了验证第一步供体小鼠所提供HSC的长效性吗？还是有什么别的原因？
"健康,食品安全,医学",食用了受肉毒杆菌污染的乳制品可能对身体产生哪些伤害？,国家质检总局 4 日公布了 4 家进口企业名单，这些中国境内进口商进口了可能受到肉毒杆菌污染的新西兰恒天然集团产品。 新西兰恒天然公司 2 日发布消息，称该公司一个工厂 2012 年 5 月生产的浓缩乳清蛋白粉检出肉毒杆菌。经中新双方核查，现初步确定有 4 家中国境内进口商进口了可能受到肉毒杆菌污染的新西兰恒天然集团产品。这 4 家进口企业分别为：杭州娃哈哈保健食品有限公司和杭州娃哈哈进出口有限公司，进口浓缩乳清蛋白 14…
"法律,伦理,医学,安慰剂",应当告知患者他感觉有效的药物仅仅是安慰剂吗？是否道德？,假设病人身患绝症/失眠/普通感冒，长期依赖某种药物，但这种药物仅仅是一种安慰剂，而且非常昂贵/适中。应该告知病人么？ 求就多种情况作出分析 比如说，很多相信牛奶安眠，睡前一杯奶。但实际上牛奶不安眠。
"热门新闻,心理学,心理疾病,精神病学",临沂“女版药家鑫”行为的原因（或病因）可能是什么？,"，而不是写 「 吐槽型答案 」。因为这种人神共愤的事情，, , 事件视频： 摘自天涯的帖子（不一定客观），引自沂蒙晚报：（,.,rum/content/free/1/2600310.shtml,）：2012年6月17日上午10点半左右……自西…"
"医生,心电图,医学,医学影像,心脏内科",什么叫心电图“描图”，“出报告”，“下诊断”？,"我是医学生，对心电图感兴趣。从, 看到这句话：目前，我国与国外的情况不同，国外将心电图工作人员称为“心电图技术员”，他们只负责描图，不负责出报告和下诊断， 但是我国心电图医生不仅要描图而且可以下诊断。“目前有人提出，心电图医生只负责描图而不能下诊断，因为他们没有执业证书。对于这一问题，我的观点是，我们不能照搬国外的东西，搞‘一刀切’。”李中健认为，如果心电图医生只有描图权而没有诊…"
"骨科,医学,临床医学",3D打印脊椎在骨外科上的进展如何？,
"生理学,诺贝尔奖,医学,2011 年诺贝尔奖",近年来诺贝尔生理学或医学奖的颁发有哪些趋势或倾向？,
"医学,流行病学,预防医学",为什么中国、韩国、日本卒中死亡人口数远远大于心脏病死亡人口数？, 请看上面链接给出的报表。 在这张世界卫生组织官方网站提供的统计报表中，多数国家是心脏病死亡人数大于卒中（中风），或者是两者相当。但日本（1.5倍），韩国（2.9倍），中国（2.36倍），蒙古（2.2倍）卒中死亡人数显著超过心脏病人数，同时其他东亚、南亚国家却是与整个报表的趋势一直，心脏病死亡人数大于卒中。其中印度跟中国正好相反，心脏病死亡人数和卒中的倍数（2倍））明显大于多数国家的比例。其…
"美国,出国,医生,医学,医学生",上海知名医学院临床五年大一新生想考USMLE，现在应当如何准备？,由于当初自招时失误没有拿到临八，我只进了临床五年，感觉有些失落。在高考前我就已经了解到USMLE这一途径，而且似乎五年制的医学生考更为划算。如果我继续读下去，保个研不成问题，进到三甲级医院也有可能，但是我还是比较向往美国。毕竟国内医患，医疗体制等等诸多问题。我知道考U这条道路很辛苦，但是我想试一试，请各位指点！
"健康,生理学,疾病,医学,腰肌劳损",西医是如何解释阴雨天腰部酸疼的？,我知道的可能原因包括腰肌劳损、肌肉旧伤、风湿性关节炎。但是这些和阴天下雨之间有什么关系？空气湿度是怎么影响肌肉组织的？
"健身,壮汉运动",壮汉训练的思路与比例安排？,壮汉运动的专项动作很多，而且经常会有调整，那么壮汉运动的训练安排思路是怎样的？专项动作与辅助动作应该怎样分配？
健身,谁能给我科普一下不同杠铃杆的区别？例如eleiko.ivanko啥的，还有听说过张孔，也不是很懂，价格啥的？,
"衣服,西装,服装设计",西服（衬衫）量身定制的尺寸的度在哪？,师傅的手艺当然不用说，每个师傅的手艺不同造出来的成品也不一样，这里指的是裁缝技术。 随后提到一个尺寸的问题，看到知乎的大神们都提到，要想得到真正合身的西服（衬衫），必须定制。 好了，问题来了，西服（衬衫）定制尺寸的度在哪里，像宋世泊大神在 定制衬衫应该注意些什么？ 里面说的那样，裁缝都不知道到底这个度是怎么样，真正合身的尺寸到底是怎么样的。 例如最常见的尺寸就是 肩宽、胸围、腰围，肩宽据我了解西服和衬…
"宝石,玉石,珠宝,首饰,珠宝鉴定",怎么鉴定合成宝石？,目前我公司运用新技术能合成3种不同品质的宝石为一体，请问这种宝石怎么去鉴定，怎么去品级，怎么去命名呢？感谢！
"装修,汉服,汉文化",如何装修类似唐朝的房间?,本人汉服复兴者，想给家里的卧室装修成唐前的风格，就是像日本和屋，有榻榻米的。 希望有业内人士指点，多谢。
"创业,珠宝,O2O,彩色宝石,彩宝",你认为珠宝产业链上有哪些空白（或者比较弱的环节）可以填补？,简单的说，就是如果有充足的资本，可以做什么样的珠宝生意？ 从矿区到批发商，再到零售商，再到消费者；从裸石资源到珠宝镶嵌，到款式设计；从鉴定到购买；等等，不限。 举个栗子：珠宝线下服务，上门保养或珠宝租赁（可行性待讨论）。 不论你是珠宝行业从业者，还是普通消费者，请大家来头脑风暴，发散思路，可行性先不用严谨地论证。 （2015-07-06补充：对珠宝行业从业者而言，可能创意需要保密。那么欢迎消费者和珠宝爱好者来…
"艺术,设计,帽子,包,服装设计",有哪些值得推荐的关于帽子和包的历史书类籍？,本人最近对vintage的包和帽子特别感兴趣，所以想了解一下欧洲的帽子和包的文化和一些制作工艺。对于书的语言没有什么要求，英语，法语，意大利语啊什么的都行，最好图片多一点，要是能带一些制版的图示那就更好啦。谢谢大家啦！下面奉上几张楼主比较喜欢的复古包的图 
"投资,黄金,银行,金融,黄金投资,黄金交易",“中国黄金第一案” 如何分析本次事件？,2006年6月到7月，张某利用中国工商银行提供的黄金买卖交易系统，通过电话委托的方式，买卖黄金超过2100千克，获利2100多万元。随后，账面上的巨资很快被开户银行以利用交易系统漏洞“不当得利”为由划走，双方因此对簿公堂。2012年6月，省高院作出终审判决，驳回被告上诉维持一审判决，撤销被告2006年进行的126笔交易。这是银行业第一起因为“纸黄金”系统漏洞引发的诉讼案件，涉案金额巨大，被冠以“中国黄金第一案”。 请延伸…
"时尚,历史",为何男子剪短发？,知道中国男子短发的来源，但西方具体是何时有何原因普遍性地男性开始剪短发呢？搜了很多但是得不到很精确有学术点的答案。
"时尚,快时尚品牌,优衣库（UNIQLO）,服装零售,服装品牌",如何理解陈年关于“平民时尚”的观点？," ,你对优衣库的定义肯定是错的，优衣库就是做便宜品牌起家的。你去日本看看，优衣库牛仔裤就是最便宜的，圆领衫也是最便宜的，这就是优衣库的理想。但是为什么优衣库会在你们这里有这么一个印象呢？第一是时间，第二是规模。还有Zara，今天提起Zara你不觉得它是一个成功的品牌吗？而且后期Zara和H&M又做了一个很重要的事情，它们开始和大牌设计师一起合作，吸…"
"时尚,眼镜,配饰,强尼·戴普 （Johnny Depp）,眼镜品牌",像moscot这样的眼镜，买了值吗？,
"音乐,时尚",歌曲《Ima read》究竟表达了什么？为什么在时尚圈受到追捧？,"复歌：Ima take that bitch to college, Ima give that bitch some knowledge, Ima read that bitch... 旧闻一则： Rick Owens讓歌手Zebra Katz的單曲《Ima Read》成為巴黎時裝周上最火紅的話題 攝影師Tommy Ton盛讚這是有始以來最好的配樂 "
"时尚,奢侈品,衣服",如何点评贝克汉姆到访时的着装？,
"ACG,动漫,女性着装,轻小说,伪娘",轻小说作品之中里是不是男扮女装或者性转角色越来越多？,日轻作品之类大量男性角色会在剧情的发展中化妆换装变为胜过女性，或者签订奇怪的契约变成魔法少女，比如星刻龙骑士，大宇宙神作SAO，女装家教，一下伪娘一下真娘的声音X魔法； 同时，国内的作品也是大量的出现女装啊，变性之类的，随便搜索一下就可以搜到什么女装国王，女装战姬，女装为了拯救校园，在男校穿女装的我，女装为了拯救校园等等； 女装，伪娘这个因素是因为题主本人关注才觉得变多还是实际情况上日轻跟国内的女装都…
